Image number,Object,Reliability,Size of box
227,car,77.74658203125,88
227,car,78.7631630897522,400
228,car,96.96643352508544,225
228,car,97.45531678199768,903
228,car,99.3431270122528,1825
229,car,98.79980087280272,30810
229,car,99.54065680503844,4941
229,car,96.35088443756104,1755
229,car,90.26106595993042,2976
230,person,70.11363506317139,2146
230,car,86.02237105369568,820
230,car,97.08738327026369,378
232,car,98.10448288917542,39501
232,car,94.62957382202148,210
233,car,80.01885414123535,24992
233,car,99.1044819355011,3420
233,car,80.16963005065918,120
233,car,88.0850076675415,324
233,car,69.19178366661072,220
233,car,74.10233616828918,231
235,car,97.02513217926024,37752
235,car,99.91354942321776,75425
235,fire hydrant,61.07825040817261,608
237,car,99.92995262145996,24570
237,car,99.70829486846924,3819
237,car,88.62754106521606,195
237,car,95.630544424057,1416
237,car,80.61189651489258,336
237,car,91.660338640213,736
238,car,99.00184273719788,14094
238,car,99.37090873718262,7171
238,car,99.6112823486328,12971
238,car,94.646954536438,1000
238,car,95.32586336135864,418
238,car,72.66971468925476,182
238,car,79.65885996818542,910
238,car,99.42991137504578,1860
239,car,99.32689666748048,29029
239,car,99.73146319389345,3816
239,car,94.17915940284728,143
239,car,98.80667328834534,667
240,car,92.36851930618286,3900
240,car,64.64342474937439,221
240,car,75.35226941108704,2583
241,car,97.60265946388245,1960
242,car,99.73079562187196,27192
242,car,98.7202286720276,4130
242,car,69.84427571296692,4180
242,car,99.7707188129425,8586
242,car,87.93642520904541,156
242,car,95.64329385757446,891
243,car,90.3661012649536,33528
243,car,71.20252847671509,4230
243,car,80.95070719718933,231
243,car,75.91712474822998,128
243,car,63.58961462974548,273
243,car,80.13525605201721,1485
243,car,97.41179943084715,2240
243,car,71.48312330245972,943
243,car,85.02522706985474,1363
244,car,90.90954065322876,1258
244,car,66.20086431503296,264
244,car,85.80063581466675,2160
244,person,81.73307180404663,663
245,truck,61.53862476348877,7140
245,car,67.32399463653564,7004
245,car,93.61027479171752,3675
245,car,71.42922878265381,5828
245,car,61.26004457473755,242
245,car,92.36435890197754,551
245,car,91.66426062583923,288
245,car,82.5623869895935,240
245,person,89.6589994430542,684
245,person,79.75032925605774,585
247,car,95.37715315818788,4524
247,car,87.11317181587219,1134
248,car,86.0568642616272,20727
248,car,98.81072640419006,32342
248,car,99.57956075668336,5120
248,car,90.0782346725464,300
248,car,88.239586353302,400
248,car,74.89594221115112,1073
248,car,99.15204048156738,1720
248,car,98.0502188205719,3036
249,motorbike,97.89605140686037,3774
250,car,99.72452521324158,40590
251,car,85.72365641593933,154
251,car,69.0797507762909,156
252,car,97.84777760505676,18315
252,car,93.6789095401764,11440
252,car,99.54438209533691,3038
252,car,99.607652425766,8253
252,car,84.93052124977112,6448
252,car,65.25655388832092,775
252,car,94.26745176315308,357
252,car,99.11627173423769,780
253,car,81.0540497303009,88
253,car,85.78276634216309,513
253,car,81.23779296875,1792
253,car,89.23429250717163,1085
254,car,97.29313850402832,3276
254,car,78.28537225723267,56
254,car,82.60461688041687,56
254,car,65.32818675041199,100
254,car,85.78062653541565,169
254,car,95.25059461593628,224
254,car,90.89229106903076,736
254,person,96.69685363769533,840
255,car,82.86585807800293,40040
255,car,99.36978220939636,8272
255,car,85.15192866325378,418
255,car,98.62200617790222,828
256,truck,97.36039638519289,17278
256,truck,71.37765884399414,1225
257,car,61.11930012702942,168
257,car,85.64339876174927,224
257,car,67.26826429367065,2673
257,car,96.65518403053284,910
257,car,98.10392260551453,756
257,car,94.89663243293762,228
257,car,84.54769253730774,247
257,person,81.82435035705566,608
258,car,83.45852494239807,300
258,car,71.28040194511414,255
258,car,99.6286392211914,2277
259,truck,92.86768436431883,20984
260,car,99.04415011405943,24752
260,car,99.70067143440248,11092
260,car,80.59945106506348,315
260,car,87.65888810157776,144
260,car,81.96972608566284,234
260,car,87.61141896247864,651
260,car,88.28424215316772,780
260,car,99.5171308517456,1702
260,car,96.92549705505373,2068
261,car,96.79601192474364,45793
261,truck,79.38796281814575,7080
261,car,60.13038158416748,180
261,car,93.2889997959137,315
261,car,93.78555417060852,396
261,car,97.73500561714172,1908
261,person,60.28580069541931,780
262,car,73.51672649383545,30810
262,car,90.2334451675415,240
262,car,61.78048849105835,144
262,car,79.37323451042175,225
262,car,97.19333052635191,621
262,car,92.25381016731262,399
262,car,97.79977798461914,1056
262,car,99.61541891098022,2064
263,car,99.20039176940918,11136
263,car,99.91505146026611,44919
263,car,99.15333986282349,45369
264,car,99.9446153640747,22656
264,car,98.904687166214,6177
264,car,98.24547171592712,1998
265,car,68.23052763938904,108
265,car,60.00603437423706,210
265,car,67.58389472961426,204
265,car,84.13002490997314,874
265,person,96.28307819366456,1456
266,car,98.86934757232666,15228
266,car,97.52637147903442,4648
266,car,65.05593061447144,99
266,car,73.966383934021,840
266,car,69.79332566261292,288
266,car,95.39237022399902,1518
266,car,95.15689015388487,3380
267,car,98.87222051620483,13080
267,car,76.15671753883362,4489
267,car,74.05532002449036,741
267,car,86.07884049415588,2210
267,car,64.60660099983215,187
268,car,98.38953018188477,5044
268,car,80.81626892089844,513
268,car,93.35861802101137,902
269,car,99.48840737342834,14060
269,car,99.92144703865053,5375
269,car,61.35149002075195,54
269,car,87.35638856887817,240
269,car,65.86630940437317,81
269,car,90.2140736579895,360
269,car,99.4976282119751,1064
270,car,99.15767312049866,14025
270,car,99.05972480773926,28310
270,car,95.48739194869997,4312
270,car,67.59635210037231,3869
270,car,98.91037940979004,5355
270,car,73.18920493125916,256
270,car,75.0639021396637,182
270,car,69.85334753990173,110
270,car,95.09299993515016,400
270,car,65.8323347568512,2600
270,car,96.28189206123352,1326
270,car,75.81506371498108,2090
271,car,96.07455134391785,16428
272,car,76.24282836914062,884
273,car,97.68223762512208,167010
275,car,88.35093975067139,1053
276,car,94.80100274086,220
277,car,95.75708508491516,60088
277,car,97.9386866092682,50740
278,car,99.82727766036987,32760
278,car,90.37662148475648,4800
278,car,82.92101621627808,143
278,car,99.03031587600708,342
278,car,98.23701977729796,936
278,car,64.65830206871033,299
278,car,75.21942257881165,374
279,car,99.35210347175598,18083
279,car,86.24237179756165,3484
279,car,98.45139384269714,255
279,car,96.22294306755066,728
279,person,67.38835573196411,858
280,car,86.86021566390991,100
280,car,77.32741832733154,144
280,car,91.3133442401886,182
280,car,80.2446186542511,224
280,car,88.46551775932312,306
280,car,89.32158946990967,851
281,car,65.03455638885498,70
282,car,89.06434774398804,13167
282,pottedplant,80.37753105163574,10120
282,car,99.29828643798828,5280
282,car,99.59603548049928,7254
282,car,76.45993232727051,208
282,car,60.08789539337158,1036
282,car,81.154865026474,625
282,car,77.32426524162292,414
282,car,91.40833616256714,2318
282,car,97.65725135803224,2296
283,car,99.82328414916992,22743
283,car,91.92747473716736,42075
283,car,97.90931344032288,1480
284,car,99.8551905155182,9800
284,car,87.83000707626343,8957
284,car,88.5315477848053,180
285,person,78.01544070243835,230
285,car,97.10783362388612,1815
285,car,96.82049751281738,1560
286,car,99.9683678150177,18496
286,car,99.91324543952942,6466
287,car,99.52568411827087,15980
287,car,99.80752468109132,10203
287,car,98.28499555587769,4070
287,person,69.32793855667114,276
287,car,88.82081508636475,792
287,car,94.84083652496338,1960
288,car,99.40566420555116,13559
288,car,99.9034583568573,27440
288,car,97.65312671661376,3248
289,car,99.75888133049013,7473
289,car,99.61825609207152,12936
289,car,66.28920435905457,888
289,car,93.34562420845032,960
289,car,82.98938870429993,1326
290,car,70.61266899108887,360
290,car,94.41898465156557,2709
291,car,81.10137581825256,81
291,car,63.636964559555054,121
291,car,73.7617015838623,196
291,car,87.25706338882446,210
291,car,92.32552647590636,399
291,car,94.63239908218384,850
293,car,60.3449821472168,4070
293,car,68.20716261863708,1363
293,car,62.17988133430481,624
294,motorbike,95.26229500770567,21924
294,car,72.67177700996399,196
294,car,62.33333945274353,1127
294,car,86.45480275154114,342
294,car,65.8083438873291,414
294,car,98.68565797805786,2052
295,car,99.8648166656494,8514
295,car,90.53147435188292,240
295,car,83.87808203697205,180
295,car,89.74060416221619,234
295,car,64.49981927871704,300
295,car,93.90396475791933,550
295,car,98.39999079704285,725
295,car,99.2926061153412,2173
296,car,98.0539858341217,9180
296,car,93.22948455810548,1363
297,car,99.6796727180481,21160
297,car,88.38818073272705,49
297,car,65.93987345695496,56
297,car,91.97524785995483,272
297,car,65.02026915550232,255
297,car,98.37443232536316,754
297,car,97.10944294929504,1015
297,car,99.54730272293092,2580
298,truck,64.58103656768799,30988
298,car,68.05410385131836,8624
298,car,83.52848291397095,96
298,car,88.54395747184753,221
299,car,99.92238283157349,30429
299,car,99.94361400604248,9856
299,car,98.89978170394896,3120
299,car,69.64430809020996,49
299,car,86.61877512931824,132
299,car,78.97958755493164,414
302,car,92.41162538528442,1024
303,car,74.6739387512207,68224
303,car,94.82526183128356,39273
303,car,97.1702754497528,6080
303,car,68.6866283416748,266
303,car,99.55515265464784,2451
303,car,86.34169697761536,945
304,car,99.37408566474916,10250
304,car,93.38889122009276,12012
304,car,76.75609588623047,117
304,car,92.76249408721924,208
304,car,79.14233207702637,1258
304,car,96.0124135017395,2256
305,car,88.06232213973999,29896
305,car,94.95567083358765,5494
305,car,90.7829225063324,483
305,car,64.26452994346619,336
305,car,99.36808347702026,1258
305,car,98.94635677337646,1665
305,car,61.88931465148926,693
306,car,98.15358519554138,38690
306,car,99.9779462814331,8549
306,car,98.8304078578949,900
308,car,99.07081723213196,40480
308,car,99.69722628593443,6804
308,car,88.09478282928467,154
308,car,77.7475893497467,340
308,car,99.1549551486969,1968
309,car,73.0216920375824,125786
309,car,99.24839735031128,3828
310,car,99.3714988231659,15087
310,car,96.34813666343688,3066
310,car,96.61619067192078,2752
310,car,98.72703552246094,10050
310,car,83.5753321647644,418
310,person,99.13591146469116,1100
311,car,83.11383128166199,50688
311,car,71.37311697006226,644
312,person,99.35415387153624,11890
313,car,67.54526495933533,990
313,car,94.2413330078125,1166
313,car,71.89611196517944,828
314,car,74.35965538024902,360
314,person,82.17638731002808,1188
315,car,98.03345203399658,9760
315,car,78.31946015357971,88
315,car,60.9238862991333,63
315,car,91.73750281333923,775
316,car,91.67131781578064,26607
316,car,96.5018093585968,4838
316,car,63.697582483291626,6300
316,car,95.32564878463744,2430
316,car,79.12079691886902,1976
316,car,94.07361149787904,1833
317,car,68.50635409355164,121
317,car,70.27931809425354,121
317,car,64.08498883247375,143
318,car,62.19659447669983,88
318,car,93.4876024723053,460
318,car,91.98209047317503,380
318,car,84.01870131492615,234
319,car,95.17256617546082,4704
319,car,99.36999678611755,8453
319,car,87.30918169021606,63
319,car,97.0392882823944,168
319,car,98.88058304786682,1148
320,car,99.92043375968932,13520
320,car,99.65949654579164,22145
320,car,97.9158341884613,10530
320,car,89.78278636932373,1624
321,car,99.89471435546876,27716
321,car,70.87324857711792,36
321,car,99.41086173057556,288
321,car,97.67863750457764,221
321,car,83.55693221092224,180
321,car,97.05382585525513,720
322,car,99.64457154273988,15300
322,person,66.48464798927307,858
322,bicycle,71.7944860458374,704
325,car,99.19030666351318,46854
325,car,99.78249073028564,4980
325,car,99.4078278541565,2050
326,car,99.06687140464784,3780
326,car,99.35868978500366,1280
326,car,93.53727698326112,1247
327,car,98.71158003807068,5400
327,car,75.13667345046997,99
328,car,98.99529814720154,21666
328,car,99.421226978302,10564
328,car,66.53896570205688,182
329,car,80.17062544822693,1426
329,car,98.40874075889587,2106
330,car,87.20871806144714,345
330,car,88.33361268043518,3102
331,car,97.62200713157654,11088
332,car,99.57695603370668,9375
332,car,96.07312083244324,9996
332,car,83.62321257591248,156
332,car,84.66334939002991,168
333,motorbike,91.63241982460022,2583
333,car,91.70072078704834,399
333,car,93.46703290939332,255
334,motorbike,99.46306347846983,20066
335,car,99.77929592132568,16872
335,car,69.07088160514832,110
337,car,85.21479368209839,56
337,car,75.59663653373718,49
337,car,65.23659825325012,143
338,car,91.8242871761322,26732
338,car,90.864235162735,252
338,car,70.05432844161987,104
338,car,96.31649255752563,1364
339,car,99.73490238189696,31886
340,car,94.99347805976868,8586
340,person,79.65455055236816,126
341,truck,95.74469327926636,48013
341,car,72.86481857299805,5187
341,car,71.37477397918701,255
341,car,62.60084509849548,841
342,car,99.98146295547484,21894
342,car,98.85478615760805,20436
342,car,99.58270788192748,3422
342,car,80.99851608276367,56
342,car,86.26788854598999,110
343,car,96.85721397399902,30049
343,car,99.70211982727052,3762
343,car,86.5950882434845,80
343,car,97.55080938339232,672
344,car,99.74616765975952,5673
344,car,81.48826360702515,192
344,car,90.50962924957275,216
344,car,82.22041130065918,620
345,car,99.72834587097168,66990
345,person,76.90491080284119,2938
345,car,99.92112517356873,21594
346,car,96.10389471054076,2052
347,car,99.9286949634552,30502
347,car,99.85137581825256,5490
347,car,79.39907312393188,270
347,car,92.64793992042542,896
347,car,88.88543844223022,1736
348,car,99.8930275440216,4514
348,car,97.96770215034483,10971
348,car,86.17456555366516,1071
348,car,99.30037260055542,1008
349,car,67.88764595985413,77
349,car,77.72665023803711,625
349,car,91.97280406951904,224
349,car,87.43675947189331,598
349,car,79.88995313644409,378
349,car,99.7303307056427,1972
350,car,99.822735786438,4876
350,car,98.84034991264345,5088
350,car,84.48189496994019,80
350,car,77.51765847206116,156
350,car,99.29680824279784,1364
350,car,99.46146607398988,2009
351,car,99.27311539649963,4331
352,car,99.96054172515868,7410
352,car,98.84195923805235,234
352,car,98.5494077205658,1476
352,car,85.0031316280365,391
353,car,85.60731410980225,143
353,car,62.77427077293396,121
355,car,93.44167113304138,26235
355,car,89.06546235084534,306
355,car,98.15329313278198,2914
356,car,80.86623549461365,81
356,car,93.63134503364564,324
357,car,99.13118481636047,3312
357,car,84.15639400482178,4635
357,car,98.78947734832764,10336
359,car,99.41184520721436,22436
359,car,99.8412549495697,4148
359,car,74.96536374092102,99
360,car,95.49530148506165,27886
360,car,89.49307799339294,4620
360,car,87.64122724533081,4182
360,car,98.72605204582214,5822
360,car,96.19969725608826,1625
360,car,74.23497438430786,210
360,car,71.79304361343384,110
360,car,72.05055356025696,143
360,car,76.34406089782715,252
360,person,88.99127840995789,253
360,car,64.69985246658325,2430
361,car,97.31467366218568,22176
361,car,97.53211736679076,8432
361,car,86.19666695594788,1462
362,car,98.92339706420898,30351
362,car,98.7771987915039,3888
362,car,99.85972046852112,7458
362,car,98.5344171524048,18618
362,car,74.87859725952148,120
362,car,88.13084959983826,2160
362,car,83.0638587474823,300
362,car,96.07490301132202,468
362,car,98.98350834846497,1496
363,car,89.08523321151733,504
364,person,99.37117099761964,8946
365,car,99.6516227722168,30856
365,car,93.92396807670592,4180
367,car,61.72732710838318,240
367,car,98.91905784606934,984
368,car,99.87298846244812,23940
368,car,91.88674688339232,42075
368,car,99.26632046699524,5307
368,car,82.76811838150024,7740
368,car,71.03597521781921,100
368,car,72.71645665168762,144
368,car,60.68822741508484,304
368,car,84.91477370262146,208
368,car,91.51313304901124,342
368,car,65.72704315185547,1254
368,car,85.41774153709412,660
368,car,95.87091207504272,1892
369,car,98.1838881969452,4029
369,motorbike,86.58135533332825,3600
369,car,94.65776681900024,19635
369,car,66.63899421691895,168
369,car,62.477266788482666,80
369,car,83.08930993080139,110
369,car,87.74656057357788,600
369,car,66.6800320148468,180
369,car,85.3078305721283,299
369,car,75.16430616378784,384
369,motorbike,65.32023549079895,336
370,car,99.81824159622192,5312
370,car,86.62276268005371,990
370,car,69.64662075042725,144
370,car,79.86446022987366,143
370,car,80.35379648208618,240
370,car,99.40916299819946,1089
370,car,72.11296558380127,247
370,car,86.48764491081238,368
370,car,68.74508261680603,576
370,car,97.23288416862488,1332
370,car,68.7883973121643,672
370,car,98.22797179222108,2067
370,person,92.8009033203125,1220
371,car,96.88230752944946,11076
371,car,96.40071392059326,11580
371,car,71.20279669761658,88
371,car,95.48712968826294,168
371,car,83.79155993461609,546
371,car,98.6543595790863,2106
372,car,79.06023263931274,209
372,car,60.06133556365967,81
372,car,63.462650775909424,56
372,car,79.121994972229,210
373,truck,62.23889589309693,28842
373,car,98.59510660171507,2178
374,car,67.7563726902008,238
374,car,99.20549392700195,1518
375,car,60.08802056312561,735
375,car,87.36822605133057,247
375,car,66.03848338127136,375
375,car,84.97565388679504,320
375,car,90.7813310623169,500
375,car,75.15738606452942,782
375,person,63.523149490356445,392
376,car,99.94653463363647,8064
376,car,71.34644389152527,108
376,car,68.12570095062256,63
376,car,88.8028085231781,900
376,car,62.24387288093567,144
376,car,95.54569721221924,256
376,car,99.73775744438171,1750
377,car,88.17024230957031,63
377,car,85.46152710914612,110
378,car,60.26156544685364,663
378,car,82.79749155044556,667
378,chair,73.70704412460327,814
379,car,98.77668023109436,2800
380,car,99.25981760025024,18144
380,car,99.56137537956238,16744
380,car,96.8504786491394,3657
380,car,99.49670433998108,3818
380,car,99.01430010795592,31185
380,car,72.5711464881897,392
380,car,94.10681128501892,644
380,car,72.73086309432983,552
380,car,99.55905079841614,1632
381,car,98.28864932060242,30646
381,car,99.7181236743927,7497
381,car,99.32345151901244,8541
381,car,99.13397431373596,24257
381,person,89.18452262878418,250
381,person,90.9934103488922,253
381,car,90.35068154335022,1820
381,car,68.6394453048706,1056
382,person,61.69161796569824,280
382,person,74.38428997993469,102
382,person,77.75212526321411,96
382,person,84.2408537864685,112
382,person,80.02309799194336,84
382,person,73.84717464447021,90
382,car,96.20890617370604,418
382,car,99.65412020683289,2820
383,car,99.900484085083,5893
383,car,76.44133567810059,324
383,car,90.70180654525755,744
383,car,90.4668390750885,2146
384,car,95.70740461349487,324
384,car,95.38466930389404,304
384,car,66.97264909744263,132
384,car,99.51590299606325,1924
385,chair,84.1317892074585,3192
385,chair,94.37362551689148,3818
385,chair,67.51094460487366,3816
387,car,76.58782005310059,110
388,traffic light,97.52600193023682,180
388,traffic light,90.82280993461607,348
389,car,99.82728362083436,4335
389,car,63.46094012260437,150
390,car,94.72761154174805,14490
390,car,98.25664162635805,6952
390,car,71.74376249313354,143
390,car,98.31597805023192,2730
391,car,93.66723895072936,1044
391,fire hydrant,75.5170464515686,275
392,car,98.90548586845398,13624
393,car,99.48121309280396,4956
393,car,70.68372964859009,154
393,car,88.96881341934204,783
397,car,70.18837332725525,1260
397,car,75.50275921821594,756
398,car,89.20722603797913,7930
398,car,95.65316438674928,15561
398,car,98.84980916976927,345
398,car,98.9641547203064,2320
399,car,90.47033190727234,169
399,car,84.2660129070282,680
400,truck,75.19957423210144,13054
400,car,93.94441246986388,30246
400,car,76.93968415260315,10670
400,car,89.95324969291687,3712
400,car,88.8068675994873,320
400,car,98.103266954422,1023
400,car,94.32209134101868,2450
401,truck,81.29459619522095,227140
402,car,77.19433903694153,11844
403,motorbike,98.26951622962952,14030
404,car,99.72790479660034,4171
404,car,96.571147441864,910
404,car,85.29728055000305,176
404,car,99.34815168380736,378
405,car,77.05765962600708,156
405,car,88.0599319934845,120
406,car,95.00266909599304,25212
406,car,98.88518452644348,11070
406,car,67.91890263557434,80
407,truck,79.57073450088501,210370
408,car,89.91543650627136,23091
408,car,99.38753843307497,3726
408,car,98.47777485847472,621
409,car,96.1723804473877,62238
409,car,99.97408986091614,8584
410,car,93.39832663536072,340
410,car,99.60818886756896,836
410,person,78.3103883266449,261
411,bus,99.88025426864624,140184
411,person,73.99210333824158,1274
412,car,98.21667671203612,44160
412,car,97.0116674900055,4278
412,car,97.6086437702179,10854
412,car,81.32043480873108,780
412,car,97.55313992500304,240
413,car,99.04468655586244,53466
413,car,98.59510660171507,72772
414,car,84.409099817276,52272
414,car,92.44331121444702,70027
416,car,99.57171678543092,62400
421,car,83.8234543800354,1560
422,car,91.2996768951416,33708
422,car,97.673898935318,7979
422,car,88.2986307144165,1242
423,car,97.87530303001404,40677
423,car,64.84613418579102,696
423,car,99.32988286018372,2623
424,car,96.33750319480896,26026
425,car,99.84668493270874,19965
425,car,98.5868513584137,41750
425,car,96.26814723014832,15136
425,car,93.27927231788637,180
425,car,93.02597045898438,150
425,car,99.00689721107484,1862
426,car,99.73283410072328,25270
426,car,98.90598654747008,25669
426,car,98.43544960021973,27480
426,car,69.4396436214447,130
426,car,93.7476933002472,126
426,car,68.43124032020569,225
426,car,98.73026013374329,1911
427,car,95.61436772346497,141777
428,car,69.0922498703003,8120
428,car,66.34407639503479,196
428,car,96.93514108657835,192
429,car,98.0450451374054,19350
431,car,97.27251529693604,20384
431,car,99.96352791786194,9546
433,car,98.499596118927,59180
433,car,99.63148832321168,5427
434,car,99.4881272315979,25137
434,car,94.74562406539916,182
434,car,62.74428963661194,49
435,car,73.27842712402344,4331
435,person,77.36069560050964,760
435,person,92.45029091835022,915
436,car,99.75732564926147,34362
436,car,90.79020023345949,550
436,car,78.84333729743958,805
437,car,99.62112307548524,3519
437,car,78.35959792137146,192
440,bicycle,74.77807998657227,861
441,car,97.03103303909302,19776
441,car,99.82203245162964,9628
442,car,99.77729916572572,4602
442,car,82.1107268333435,294
442,car,70.18357515335083,231
442,car,71.47437930107117,750
442,car,64.04969096183777,888
443,car,86.45492196083069,266
443,car,71.04499340057373,696
443,car,99.60225224494934,2496
444,car,99.31849837303162,3472
444,car,96.05022072792052,18975
444,car,70.64179182052612,238
445,car,61.097198724746704,70
445,car,89.34611678123474,1640
445,car,94.01249289512634,812
445,person,97.29965329170228,1650
445,person,90.50002694129944,1225
446,car,95.49782872200012,19278
447,car,65.4021680355072,30400
447,truck,63.02733421325684,41472
447,car,98.95490407943726,4896
447,person,99.74634051322936,3570
447,car,98.74531030654909,1665
449,car,99.62809681892396,30351
449,car,99.56729412078856,3233
449,car,84.38525199890137,144
449,car,71.76277041435242,72
449,car,84.19954776763916,120
449,car,92.12285876274107,368
449,car,95.84270119667052,1480
450,car,99.45412278175354,11135
450,car,65.58406352996826,13825
450,car,98.47562313079834,1196
450,car,69.55234408378601,210
450,car,61.24836206436157,306
450,car,69.75114941596985,476
451,car,95.96291184425354,3200
451,car,63.65841627120972,6104
451,car,76.95866823196411,4392
451,car,68.37427020072937,88
451,car,69.01323199272156,240
451,car,61.72571778297424,1053
452,car,92.8876519203186,4214
452,car,97.97254800796507,1218
452,car,95.36623954772948,532
452,car,70.07586359977722,396
452,car,97.79074788093568,1470
453,car,69.72113251686096,49
453,car,97.58700132369997,270
454,car,94.2293345928192,1920
454,car,98.85117411613464,1000
454,car,95.32644152641296,1296
454,car,97.35106825828552,1081
455,person,88.79960179328918,2553
455,car,99.15105104446413,21777
455,car,60.80827116966248,340
455,person,62.41326928138733,228
455,car,98.91008138656616,1120
456,car,99.94117617607117,27140
456,car,99.84011054039,47300
456,car,98.81729483604433,4187
456,person,78.2214105129242,756
457,car,99.93624687194824,15368
457,car,99.88723397254944,7130
457,car,81.39731287956238,100
457,car,88.18142414093018,143
457,car,83.27887654304504,650
457,car,98.03465008735655,1870
457,person,97.42221236228944,960
458,truck,98.0259656906128,45675
458,car,77.24267840385437,378
458,car,91.53364896774292,187
458,car,84.52279567718506,150
458,person,87.74852752685547,230
459,car,94.81707811355592,48216
459,car,67.02946424484253,120
459,car,90.90198874473572,165
459,car,87.93344497680664,168
459,car,98.20947647094728,1080
459,fire hydrant,67.43000745773315,1950
460,car,97.03503847122192,12272
460,car,94.77261304855348,272
460,car,77.78529524803162,169
460,car,87.71411180496216,897
460,car,70.30971050262451,414
460,motorbike,63.52249383926392,286
461,car,99.47370290756226,27348
461,car,93.08429956436156,4144
461,car,72.33803868293762,304
461,car,87.66306638717651,320
461,car,97.26489186286926,930
461,car,82.55816698074341,414
462,car,97.85621166229248,41420
463,car,82.81220197677612,12300
463,car,99.89258646965028,8510
463,car,96.71961665153503,26069
463,car,95.39884924888612,306
463,car,67.57680177688599,308
463,car,79.4127345085144,594
463,car,99.61085915565492,2295
464,car,99.57895874977112,13832
464,car,94.40872073173524,3649
464,car,99.10568594932556,6565
464,car,97.19086289405824,10032
464,bus,77.46232151985168,1702
464,car,85.12315154075623,168
464,car,60.44636368751526,90
464,car,63.926029205322266,240
464,person,95.9664821624756,1276
465,car,92.59447455406188,11375
465,car,96.33618593215942,26910
465,person,89.62135314941406,4524
465,car,97.30833768844604,8453
465,motorbike,93.32054257392883,3588
465,person,65.99717736244202,160
465,car,70.67497372627258,272
465,motorbike,94.85015869140624,294
465,car,96.54308557510376,621
465,car,96.30026817321776,361
465,motorbike,85.02117991447449,1176
465,car,99.04635548591614,1240
466,car,86.7243766784668,300
466,car,87.74042129516602,121
466,person,76.59528851509094,736
466,person,93.91952753067017,684
466,person,77.21882462501526,666
466,car,95.09208798408508,494
466,car,98.51928353309631,875
466,person,98.8496720790863,735
467,car,99.81073141098022,9928
467,car,88.85316252708435,144
467,car,92.0329749584198,270
467,car,98.0953335762024,2100
467,motorbike,63.10028433799744,360
467,person,87.06425428390503,216
467,person,94.61796879768372,310
467,motorbike,67.2960102558136,252
468,car,99.87375736236572,6432
468,car,93.92391443252563,460
468,car,98.3418345451355,600
468,car,96.88767194747923,169
469,car,96.21419906616212,4472
469,car,73.0492115020752,168
469,car,68.26274991035461,169
469,car,77.38541960716248,210
469,car,87.12904453277588,323
469,car,97.32143878936768,650
469,car,68.44803094863892,280
469,car,84.68594551086426,1550
469,car,99.1808533668518,2301
469,person,94.08782124519348,1092
470,car,96.43247723579408,210
471,car,98.48313331604004,6572
471,car,68.01511645317078,88
471,car,93.38817596435548,425
471,person,62.94301748275757,473
472,bus,92.9991602897644,17226
472,car,76.10045671463013,3575
473,car,71.25270366668701,256
473,car,87.9538893699646,144
473,car,60.60614585876465,54
473,car,78.0832827091217,168
473,car,87.14038729667664,432
473,person,97.88399338722228,629
476,car,99.68713521957396,20160
476,car,99.5956301689148,4094
476,car,76.26023292541504,195
476,car,61.73067092895508,121
476,car,81.58259987831116,1078
476,car,63.3467972278595,814
476,car,97.06634283065796,1344
476,person,71.26474380493164,588
476,person,92.50186085700987,893
477,car,85.20616888999939,5824
477,car,97.41777777671814,4048
477,car,98.87064099311829,6248
477,car,97.59883284568788,9432
477,car,98.63306283950806,6936
477,car,74.11130666732788,143
477,car,64.95229601860046,168
477,car,79.57711219787598,456
477,car,61.51285171508789,1426
477,truck,67.87753105163574,1749
477,car,79.39929962158203,999
478,car,99.88678693771362,3478
478,car,99.82314109802246,6890
478,car,99.70865845680235,9191
478,car,98.64675998687744,19680
478,car,87.23573088645935,156
478,car,85.55368781089783,110
478,car,78.65104675292969,64
478,car,61.7236077785492,64
478,car,66.81388020515442,132
478,car,77.79327630996704,224
478,car,71.01483345031738,252
478,truck,83.66290330886841,2886
478,car,98.5891580581665,2520
478,person,74.87053275108337,1260
479,truck,98.5025405883789,47285
479,car,97.98007607460022,14040
479,car,68.874591588974,24462
479,car,97.91169762611388,12528
480,car,99.1001546382904,73216
480,car,98.06014895439148,3657
480,car,64.65128064155579,165
480,car,94.96791362762453,1200
481,car,99.78361129760742,35898
481,car,84.2094898223877,8200
481,car,99.0451157093048,6003
481,car,83.4173858165741,240
481,car,73.57955574989319,266
481,car,76.34108066558838,352
481,car,92.56734251976012,936
482,car,98.30270409584044,23004
482,car,99.56056475639345,30051
482,car,92.14454293251038,3996
482,car,98.44110608100893,4680
482,car,79.80154752731323,100
482,car,72.1395194530487,108
482,car,89.56032395362854,221
482,car,93.00307035446168,360
482,car,93.1846022605896,1892
483,car,96.25285863876344,855
483,person,97.58613109588624,1219
484,car,98.19764494895936,22000
484,car,99.94782209396362,7100
484,car,81.17280602455139,140
484,car,95.0668215751648,1595
484,car,98.24609756469728,1190
484,car,99.17155504226685,2448
485,car,99.86661672592165,23550
485,car,96.98126912117004,43332
485,car,92.56815314292908,4592
485,car,96.87436819076538,11132
485,car,99.11291599273682,1344
485,car,99.44191575050354,1148
485,car,97.20819592475893,1800
487,car,97.20224142074584,40915
487,car,99.85758066177368,8374
487,car,95.36753296852112,8978
